Table with column headers in rows 2 through 3.,,,,,,,,,,,,,,,
State Code of Geography A,FIPS County Code of Geography A,State/U.S. Island Area/Foreign Region Code of Geography B,FIPS County Code of Geography B,State Name of Geography A,County Name of Geography A,State/U.S. Island Area/Foreign Region of Geography B,County Name of Geography B,Flow from Geography B to Geography A,,Counterflow from Geography A to Geography B1,,Net Migration from Geography B to Geography A1,,Gross Migration between Geography A and Geography B1,
,,,,,,,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE
049,049,051,179,Utah,Utah County,Virginia,Stafford County,7,10,0,28,7,10,7,10
049,049,051,520,Utah,Utah County,Virginia,Bristol city,4,8,0,19,4,8,4,8
049,049,051,530,Utah,Utah County,Virginia,Buena Vista city,41,48,86,74,-45,92,127,86
049,049,051,680,Utah,Utah County,Virginia,Lynchburg city,0,27,12,21,-12,21,12,21
049,049,051,685,Utah,Utah County,Virginia,Manassas Park city,14,22,0,19,14,22,14,22
049,049,051,700,Utah,Utah County,Virginia,Newport News city,0,27,27,33,-27,33,27,33
049,049,051,710,Utah,Utah County,Virginia,Norfolk city,31,47,0,28,31,47,31,47
049,049,051,770,Utah,Utah County,Virginia,Roanoke city,30,53,0,28,30,53,30,53
049,049,051,800,Utah,Utah County,Virginia,Suffolk city,4,8,0,28,4,8,4,8
049,049,051,810,Utah,Utah County,Virginia,Virginia Beach city,24,40,0,28,24,40,24,40
049,049,051,830,Utah,Utah County,Virginia,Williamsburg city,13,20,0,19,13,20,13,20
049,049,053,003,Utah,Utah County,Washington,Asotin County,17,23,0,22,17,23,17,23
049,049,053,005,Utah,Utah County,Washington,Benton County,121,131,230,238,-109,273,351,270
049,049,053,007,Utah,Utah County,Washington,Chelan County,23,23,0,28,23,23,23,23
049,049,053,009,Utah,Utah County,Washington,Clallam County,15,26,68,96,-53,101,83,97
049,049,053,011,Utah,Utah County,Washington,Clark County,133,155,0,28,133,155,133,155
049,049,053,015,Utah,Utah County,Washington,Cowlitz County,9,15,0,28,9,15,9,15
049,049,053,021,Utah,Utah County,Washington,Franklin County,28,40,0,28,28,40,28,40
049,049,053,025,Utah,Utah County,Washington,Grant County,15,30,104,183,-89,183,119,188
049,049,053,029,Utah,Utah County,Washington,Island County,23,25,2,4,21,25,25,25
049,049,053,033,Utah,Utah County,Washington,King County,474,236,447,191,27,328,921,278
049,049,053,035,Utah,Utah County,Washington,Kitsap County,66,51,23,29,43,57,89,60
049,049,053,045,Utah,Utah County,Washington,Mason County,0,27,51,80,-51,80,51,80
049,049,053,053,Utah,Utah County,Washington,Pierce County,132,87,114,68,18,108,246,113
049,049,053,057,Utah,Utah County,Washington,Skagit County,0,27,54,65,-54,65,54,65
049,049,053,061,Utah,Utah County,Washington,Snohomish County,120,90,39,50,81,104,159,102
049,049,053,063,Utah,Utah County,Washington,Spokane County,80,55,37,40,43,68,117,69
049,049,053,065,Utah,Utah County,Washington,Stevens County,0,27,29,42,-29,42,29,42
049,049,053,067,Utah,Utah County,Washington,Thurston County,8,12,0,28,8,12,8,12
049,049,053,071,Utah,Utah County,Washington,Walla Walla County,29,44,0,28,29,44,29,44
049,049,053,073,Utah,Utah County,Washington,Whatcom County,20,29,49,61,-29,68,69,67
049,049,053,075,Utah,Utah County,Washington,Whitman County,24,28,0,25,24,28,24,28
049,049,053,077,Utah,Utah County,Washington,Yakima County,39,30,0,28,39,30,39,30
049,049,054,039,Utah,Utah County,West Virginia,Kanawha County,50,105,24,30,26,109,74,109
049,049,054,071,Utah,Utah County,West Virginia,Pendleton County,0,27,18,39,-18,39,18,39
049,049,054,077,Utah,Utah County,West Virginia,Preston County,10,15,0,24,10,15,10,15
049,049,055,009,Utah,Utah County,Wisconsin,Brown County,6,9,0,20,6,9,6,9
049,049,055,021,Utah,Utah County,Wisconsin,Columbia County,3,7,0,20,3,7,3,7
049,049,055,025,Utah,Utah County,Wisconsin,Dane County,50,54,115,80,-65,97,165,97
049,049,055,031,Utah,Utah County,Wisconsin,Douglas County,0,27,5,7,-5,7,5,7
049,049,055,045,Utah,Utah County,Wisconsin,Green County,4,8,0,18,4,8,4,8
049,049,055,073,Utah,Utah County,Wisconsin,Marathon County,7,12,0,20,7,12,7,12
049,049,055,079,Utah,Utah County,Wisconsin,Milwaukee County,12,19,0,20,12,19,12,19
049,049,055,087,Utah,Utah County,Wisconsin,Outagamie County,0,27,45,58,-45,58,45,58
049,049,055,093,Utah,Utah County,Wisconsin,Pierce County,0,27,4,7,-4,7,4,7
049,049,055,109,Utah,Utah County,Wisconsin,St. Croix County,7,12,0,20,7,12,7,12
049,049,055,111,Utah,Utah County,Wisconsin,Sauk County,39,46,0,20,39,46,39,46
049,049,055,121,Utah,Utah County,Wisconsin,Trempealeau County,48,57,0,16,48,57,48,57
049,049,055,133,Utah,Utah County,Wisconsin,Waukesha County,8,12,0,20,8,12,8,12
049,049,055,141,Utah,Utah County,Wisconsin,Wood County,30,45,0,20,30,45,30,45
049,049,056,001,Utah,Utah County,Wyoming,Albany County,30,57,2,5,28,57,32,58
049,049,056,003,Utah,Utah County,Wyoming,Big Horn County,0,27,2,7,-2,7,2,7
049,049,056,013,Utah,Utah County,Wyoming,Fremont County,11,26,0,25,11,26,11,26
049,049,056,023,Utah,Utah County,Wyoming,Lincoln County,45,52,17,29,28,60,62,58
049,049,056,025,Utah,Utah County,Wyoming,Natrona County,24,37,21,23,3,44,45,44
049,049,056,029,Utah,Utah County,Wyoming,Park County,0,27,9,11,-9,11,9,11
049,049,056,037,Utah,Utah County,Wyoming,Sweetwater County,27,32,71,57,-44,66,98,65
049,049,056,041,Utah,Utah County,Wyoming,Uinta County,79,84,0,22,79,84,79,84
049,049,056,043,Utah,Utah County,Wyoming,Washakie County,0,27,3,7,-3,7,3,7
049,049,072,021,Utah,Utah County,Puerto Rico,Bayamón Municipio,7,9,0,32,7,9,7,9
049,049,072,127,Utah,Utah County,Puerto Rico,San Juan Municipio,55,38,0,32,55,38,55,38
049,049,072,131,Utah,Utah County,Puerto Rico,San Sebastián Municipio,16,23,0,29,16,23,16,23
049,049,AFR,,Utah,Utah County,Africa,-,319,135,,,,,,
049,049,ASI,,Utah,Utah County,Asia,-,"1,754",366,,,,,,
049,049,CAM,,Utah,Utah County,Central America,-,"1,183",268,,,,,,
049,049,CAR,,Utah,Utah County,Caribbean,-,177,137,,,,,,
049,049,EUR,,Utah,Utah County,Europe,-,"1,257",238,,,,,,
049,049,ISL,,Utah,Utah County,U.S. Island Areas,-,35,65,,,,,,
049,049,NAM,,Utah,Utah County,Northern America,-,355,148,,,,,,
049,049,OCE,,Utah,Utah County,Oceania and At Sea,-,183,75,,,,,,
049,049,SAM,,Utah,Utah County,South America,-,"1,797",379,,,,,,
049,051,001,013,Utah,Wasatch County,Alabama,Butler County,0,21,12,17,-12,17,12,17
049,051,002,068,Utah,Wasatch County,Alaska,Denali Borough,0,21,39,81,-39,81,39,81
049,051,006,037,Utah,Wasatch County,California,Los Angeles County,74,81,0,29,74,81,74,81
049,051,006,053,Utah,Wasatch County,California,Monterey County,16,30,0,29,16,30,16,30
049,051,006,059,Utah,Wasatch County,California,Orange County,208,203,0,29,208,203,208,203
049,051,006,071,Utah,Wasatch County,California,San Bernardino County,3,6,0,29,3,6,3,6
049,051,006,073,Utah,Wasatch County,California,San Diego County,20,27,27,33,-7,41,47,43
049,051,006,075,Utah,Wasatch County,California,San Francisco County,0,21,11,19,-11,19,11,19
049,051,006,085,Utah,Wasatch County,California,Santa Clara County,0,21,13,20,-13,20,13,20
049,051,008,031,Utah,Wasatch County,Colorado,Denver County,29,47,0,28,29,47,29,47
049,051,008,123,Utah,Wasatch County,Colorado,Weld County,0,21,1,3,-1,3,1,3
049,051,013,113,Utah,Wasatch County,Georgia,Fayette County,116,169,0,30,116,169,116,169
049,051,013,117,Utah,Wasatch County,Georgia,Forsyth County,173,187,0,30,173,187,173,187
049,051,016,005,Utah,Wasatch County,Idaho,Bannock County,3,5,0,28,3,5,3,5
049,051,016,019,Utah,Wasatch County,Idaho,Bonneville County,86,145,0,28,86,145,86,145
049,051,016,021,Utah,Wasatch County,Idaho,Boundary County,0,21,1,2,-1,2,1,2
049,051,016,065,Utah,Wasatch County,Idaho,Madison County,14,25,0,25,14,25,14,25
049,051,016,083,Utah,Wasatch County,Idaho,Twin Falls County,77,126,0,28,77,126,77,126
049,051,017,097,Utah,Wasatch County,Illinois,Lake County,23,35,0,26,23,35,23,35
049,051,023,023,Utah,Wasatch County,Maine,Sagadahoc County,0,21,28,44,-28,44,28,44
049,051,025,005,Utah,Wasatch County,Massachusetts,Bristol County,0,21,10,16,-10,16,10,16
049,051,025,009,Utah,Wasatch County,Massachusetts,Essex County,0,21,32,42,-32,42,32,42
049,051,026,125,Utah,Wasatch County,Michigan,Oakland County,55,87,0,23,55,87,55,87
049,051,027,109,Utah,Wasatch County,Minnesota,Olmsted County,20,42,0,20,20,42,20,42
049,051,027,123,Utah,Wasatch County,Minnesota,Ramsey County,0,21,246,339,-246,339,246,339
049,051,030,111,Utah,Wasatch County,Montana,Yellowstone County,56,90,0,23,56,90,56,90
049,051,032,003,Utah,Wasatch County,Nevada,Clark County,37,42,28,32,9,52,65,54
049,051,036,029,Utah,Wasatch County,New York,Erie County,4,10,0,27,4,10,4,10
049,051,036,059,Utah,Wasatch County,New York,Nassau County,9,15,0,27,9,15,9,15
049,051,036,061,Utah,Wasatch County,New York,New York County,22,31,0,27,22,31,22,31
049,051,036,119,Utah,Wasatch County,New York,Westchester County,55,76,0,27,55,76,55,76
049,051,039,061,Utah,Wasatch County,Ohio,Hamilton County,2,5,18,29,-16,29,20,30
049,051,039,125,Utah,Wasatch County,Ohio,Paulding County,9,16,0,18,9,16,9,16
049,051,039,171,Utah,Wasatch County,Ohio,Williams County,11,19,0,24,11,19,11,19
049,051,040,109,Utah,Wasatch County,Oklahoma,Oklahoma County,30,46,0,22,30,46,30,46
049,051,041,017,Utah,Wasatch County,Oregon,Deschutes County,46,80,0,28,46,80,46,80
049,051,045,079,Utah,Wasatch County,South Carolina,Richland County,0,21,26,30,-26,30,26,30
049,051,048,041,Utah,Wasatch County,Texas,Brazos County,19,28,0,31,19,28,19,28
049,051,048,113,Utah,Wasatch County,Texas,Dallas County,29,46,0,31,29,46,29,46
049,051,048,141,Utah,Wasatch County,Texas,El Paso County,0,21,25,41,-25,41,25,41
049,051,048,303,Utah,Wasatch County,Texas,Lubbock County,12,20,0,31,12,20,12,20
049,051,048,439,Utah,Wasatch County,Texas,Tarrant County,3,6,0,31,3,6,3,6
049,051,049,001,Utah,Wasatch County,Utah,Beaver County,9,17,0,16,9,17,9,17
049,051,049,003,Utah,Wasatch County,Utah,Box Elder County,45,69,0,27,45,69,45,69
049,051,049,005,Utah,Wasatch County,Utah,Cache County,4,8,39,32,-35,33,43,33
049,051,049,007,Utah,Wasatch County,Utah,Carbon County,5,7,0,21,5,7,5,7
049,051,049,011,Utah,Wasatch County,Utah,Davis County,22,22,19,34,3,41,41,41
049,051,049,013,Utah,Wasatch County,Utah,Duchesne County,19,25,36,26,-17,37,55,35
049,051,049,017,Utah,Wasatch County,Utah,Garfield County,13,22,0,16,13,22,13,22
049,051,049,021,Utah,Wasatch County,Utah,Iron County,0,21,169,168,-169,168,169,168
049,051,049,023,Utah,Wasatch County,Utah,Juab County,0,21,3,4,-3,4,3,4
049,051,049,027,Utah,Wasatch County,Utah,Millard County,0,21,2,2,-2,2,2,2
049,051,049,035,Utah,Wasatch County,Utah,Salt Lake County,422,207,370,172,52,297,792,237
049,051,049,037,Utah,Wasatch County,Utah,San Juan County,0,21,5,13,-5,13,5,13
049,051,049,039,Utah,Wasatch County,Utah,Sanpete County,17,27,74,84,-57,88,91,87
049,051,049,041,Utah,Wasatch County,Utah,Sevier County,46,70,63,98,-17,122,109,120
049,051,049,043,Utah,Wasatch County,Utah,Summit County,968,500,260,138,708,506,"1,228",532
049,051,049,047,Utah,Wasatch County,Utah,Uintah County,8,13,0,24,8,13,8,13
049,051,049,049,Utah,Wasatch County,Utah,Utah County,417,185,328,237,89,294,745,306
049,051,049,053,Utah,Wasatch County,Utah,Washington County,0,21,2,5,-2,5,2,5
049,051,049,055,Utah,Wasatch County,Utah,Wayne County,0,21,4,5,-4,5,4,5
049,051,049,057,Utah,Wasatch County,Utah,Weber County,23,29,10,19,13,34,33,36
049,051,051,059,Utah,Wasatch County,Virginia,Fairfax County,10,21,0,28,10,21,10,21
049,051,051,121,Utah,Wasatch County,Virginia,Montgomery County,2,4,0,28,2,4,2,4
049,051,051,185,Utah,Wasatch County,Virginia,Tazewell County,17,28,0,25,17,28,17,28
049,051,051,660,Utah,Wasatch County,Virginia,Harrisonburg city,4,6,0,28,4,6,4,6
049,051,053,029,Utah,Wasatch County,Washington,Island County,0,21,5,11,-5,11,5,11
049,051,053,033,Utah,Wasatch County,Washington,King County,9,17,0,28,9,17,9,17
049,051,053,063,Utah,Wasatch County,Washington,Spokane County,0,21,88,141,-88,141,88,141
049,051,056,023,Utah,Wasatch County,Wyoming,Lincoln County,0,21,9,16,-9,16,9,16
049,051,056,035,Utah,Wasatch County,Wyoming,Sublette County,0,21,26,43,-26,43,26,43
049,051,056,037,Utah,Wasatch County,Wyoming,Sweetwater County,40,53,0,25,40,53,40,53
049,051,056,041,Utah,Wasatch County,Wyoming,Uinta County,26,39,0,22,26,39,26,39
049,051,ASI,,Utah,Wasatch County,Asia,-,2,5,,,,,,
049,051,CAM,,Utah,Wasatch County,Central America,-,58,59,,,,,,
049,051,EUR,,Utah,Wasatch County,Europe,-,57,52,,,,,,
049,051,OCE,,Utah,Wasatch County,Oceania and At Sea,-,4,6,,,,,,
049,051,SAM,,Utah,Wasatch County,South America,-,51,80,,,,,,
049,053,001,003,Utah,Washington County,Alabama,Baldwin County,0,27,3,7,-3,7,3,7
049,053,001,069,Utah,Washington County,Alabama,Houston County,0,27,2,2,-2,2,2,2
049,053,002,020,Utah,Washington County,Alaska,Anchorage Municipality,70,94,0,20,70,94,70,94
049,053,002,068,Utah,Washington County,Alaska,Denali Borough,0,27,39,82,-39,82,39,82
049,053,002,100,Utah,Washington County,Alaska,Haines Borough,0,27,1,3,-1,3,1,3
049,053,002,105,Utah,Washington County,Alaska,Hoonah-Angoon Census Area,0,27,14,29,-14,29,14,29
049,053,002,110,Utah,Washington County,Alaska,Juneau City and Borough,13,21,0,18,13,21,13,21
049,053,002,185,Utah,Washington County,Alaska,North Slope Borough,0,27,4,11,-4,11,4,11
049,053,004,003,Utah,Washington County,Arizona,Cochise County,11,21,0,29,11,21,11,21
049,053,004,005,Utah,Washington County,Arizona,Coconino County,63,70,129,157,-66,175,192,170
049,053,004,013,Utah,Washington County,Arizona,Maricopa County,141,113,294,178,-153,186,435,233
049,053,004,015,Utah,Washington County,Arizona,Mohave County,579,370,660,418,-81,604,"1,239",508
049,053,004,017,Utah,Washington County,Arizona,Navajo County,0,27,27,34,-27,34,27,34
049,053,004,019,Utah,Washington County,Arizona,Pima County,58,73,0,29,58,73,58,73
049,053,004,021,Utah,Washington County,Arizona,Pinal County,34,46,23,27,11,53,57,54
049,053,004,023,Utah,Washington County,Arizona,Santa Cruz County,22,40,0,26,22,40,22,40
049,053,004,025,Utah,Washington County,Arizona,Yavapai County,0,27,47,44,-47,44,47,44
049,053,004,027,Utah,Washington County,Arizona,Yuma County,194,300,6,10,188,300,200,300
049,053,005,033,Utah,Washington County,Arkansas,Crawford County,0,27,8,13,-8,13,8,13
049,053,006,001,Utah,Washington County,California,Alameda County,232,330,28,45,204,324,260,342
049,053,006,005,Utah,Washington County,California,Amador County,19,30,0,26,19,30,19,30
049,053,006,007,Utah,Washington County,California,Butte County,7,11,10,15,-3,18,17,19
049,053,006,013,Utah,Washington County,California,Contra Costa County,49,81,0,29,49,81,49,81
049,053,006,017,Utah,Washington County,California,El Dorado County,59,68,11,18,48,70,70,71
049,053,006,019,Utah,Washington County,California,Fresno County,0,27,6,10,-6,10,6,10
049,053,006,027,Utah,Washington County,California,Inyo County,0,27,2,5,-2,5,2,5
049,053,006,037,Utah,Washington County,California,Los Angeles County,214,157,207,217,7,253,421,282
049,053,006,047,Utah,Washington County,California,Merced County,29,46,0,29,29,46,29,46
049,053,006,049,Utah,Washington County,California,Modoc County,11,18,0,17,11,18,11,18
049,053,006,053,Utah,Washington County,California,Monterey County,4,9,0,29,4,9,4,9
049,053,006,055,Utah,Washington County,California,Napa County,29,46,0,29,29,46,29,46
049,053,006,057,Utah,Washington County,California,Nevada County,48,63,15,24,33,66,63,68
049,053,006,059,Utah,Washington County,California,Orange County,61,63,8,12,53,65,69,64
049,053,006,065,Utah,Washington County,California,Riverside County,131,76,16,18,115,79,147,77
049,053,006,067,Utah,Washington County,California,Sacramento County,40,67,80,125,-40,142,120,143
049,053,006,071,Utah,Washington County,California,San Bernardino County,275,239,0,29,275,239,275,239
049,053,006,073,Utah,Washington County,California,San Diego County,54,47,11,23,43,51,65,53
049,053,006,075,Utah,Washington County,California,San Francisco County,6,18,0,29,6,18,6,18
049,053,006,083,Utah,Washington County,California,Santa Barbara County,26,36,0,29,26,36,26,36
049,053,006,085,Utah,Washington County,California,Santa Clara County,23,36,0,29,23,36,23,36
049,053,006,087,Utah,Washington County,California,Santa Cruz County,13,21,0,29,13,21,13,21
049,053,006,095,Utah,Washington County,California,Solano County,17,28,0,29,17,28,17,28
049,053,006,097,Utah,Washington County,California,Sonoma County,8,12,0,29,8,12,8,12
049,053,006,111,Utah,Washington County,California,Ventura County,8,15,0,29,8,15,8,15
049,053,008,001,Utah,Washington County,Colorado,Adams County,0,27,88,120,-88,120,88,120
049,053,008,003,Utah,Washington County,Colorado,Alamosa County,3,4,0,19,3,4,3,4
049,053,008,005,Utah,Washington County,Colorado,Arapahoe County,28,44,15,23,13,49,43,50
049,053,008,013,Utah,Washington County,Colorado,Boulder County,0,27,12,19,-12,19,12,19
049,053,008,021,Utah,Washington County,Colorado,Conejos County,0,27,13,21,-13,21,13,21
049,053,008,035,Utah,Washington County,Colorado,Douglas County,31,38,0,28,31,38,31,38
049,053,008,041,Utah,Washington County,Colorado,El Paso County,0,27,106,132,-106,132,106,132
049,053,008,059,Utah,Washington County,Colorado,Jefferson County,148,165,0,28,148,165,148,165
049,053,008,069,Utah,Washington County,Colorado,Larimer County,0,27,74,113,-74,113,74,113
049,053,008,077,Utah,Washington County,Colorado,Mesa County,12,20,5,12,7,23,17,24
049,053,008,085,Utah,Washington County,Colorado,Montrose County,84,101,0,25,84,101,84,101
049,053,008,103,Utah,Washington County,Colorado,Rio Blanco County,0,27,3,5,-3,5,3,5
049,053,008,119,Utah,Washington County,Colorado,Teller County,57,90,0,22,57,90,57,90
049,053,011,001,Utah,Washington County,District of Columbia,District of Columbia,31,42,0,29,31,42,31,42
049,053,012,021,Utah,Washington County,Florida,Collier County,0,27,251,304,-251,304,251,304
049,053,012,033,Utah,Washington County,Florida,Escambia County,0,27,7,15,-7,15,7,15
049,053,012,105,Utah,Washington County,Florida,Polk County,0,27,13,19,-13,19,13,19
049,053,012,117,Utah,Washington County,Florida,Seminole County,49,83,0,31,49,83,49,83
049,053,013,077,Utah,Washington County,Georgia,Coweta County,11,18,0,30,11,18,11,18
049,053,013,121,Utah,Washington County,Georgia,Fulton County,11,23,0,30,11,23,11,23
049,053,013,135,Utah,Washington County,Georgia,Gwinnett County,89,141,0,30,89,141,89,141
049,053,013,295,Utah,Washington County,Georgia,Walker County,0,27,71,104,-71,104,71,104
049,053,015,003,Utah,Washington County,Hawaii,Honolulu County,101,113,42,39,59,120,143,120
049,053,015,009,Utah,Washington County,Hawaii,Maui County,14,21,4,7,10,22,18,21
049,053,016,001,Utah,Washington County,Idaho,Ada County,0,27,49,59,-49,59,49,59
049,053,016,005,Utah,Washington County,Idaho,Bannock County,17,34,0,28,17,34,17,34
049,053,016,007,Utah,Washington County,Idaho,Bear Lake County,29,37,0,17,29,37,29,37
049,053,016,011,Utah,Washington County,Idaho,Bingham County,0,27,87,107,-87,107,87,107
049,053,016,017,Utah,Washington County,Idaho,Bonner County,6,13,0,25,6,13,6,13
049,053,016,019,Utah,Washington County,Idaho,Bonneville County,72,116,21,33,51,121,93,121
049,053,016,027,Utah,Washington County,Idaho,Canyon County,25,39,0,28,25,39,25,39
049,053,016,043,Utah,Washington County,Idaho,Fremont County,0,27,19,27,-19,27,19,27
049,053,016,051,Utah,Washington County,Idaho,Jefferson County,84,126,0,22,84,126,84,126
049,053,016,055,Utah,Washington County,Idaho,Kootenai County,65,86,0,28,65,86,65,86
049,053,016,065,Utah,Washington County,Idaho,Madison County,136,209,0,25,136,209,136,209
049,053,016,081,Utah,Washington County,Idaho,Teton County,0,27,15,23,-15,23,15,23
049,053,017,031,Utah,Washington County,Illinois,Cook County,0,27,17,21,-17,21,17,21
049,053,017,037,Utah,Washington County,Illinois,DeKalb County,0,27,29,47,-29,47,29,47
049,053,017,043,Utah,Washington County,Illinois,DuPage County,35,43,0,26,35,43,35,43
049,053,017,097,Utah,Washington County,Illinois,Lake County,0,27,5,9,-5,9,5,9
049,053,017,105,Utah,Washington County,Illinois,Livingston County,0,27,6,9,-6,9,6,9
049,053,017,111,Utah,Washington County,Illinois,McHenry County,5,10,0,26,5,10,5,10
049,053,018,043,Utah,Washington County,Indiana,Floyd County,30,48,0,27,30,48,30,48
049,053,019,073,Utah,Washington County,Iowa,Greene County,0,27,26,34,-26,34,26,34
049,053,019,153,Utah,Washington County,Iowa,Polk County,0,27,43,66,-43,66,43,66
049,053,020,045,Utah,Washington County,Kansas,Douglas County,34,55,0,24,34,55,34,55
049,053,020,057,Utah,Washington County,Kansas,Ford County,30,50,0,22,30,50,30,50
049,053,020,161,Utah,Washington County,Kansas,Riley County,32,54,0,24,32,54,32,54
049,053,020,177,Utah,Washington County,Kansas,Shawnee County,33,51,0,24,33,51,33,51
049,053,021,015,Utah,Washington County,Kentucky,Boone County,0,27,21,31,-21,31,21,31
049,053,023,013,Utah,Washington County,Maine,Knox County,14,22,0,21,14,22,14,22
049,053,024,009,Utah,Washington County,Maryland,Calvert County,9,14,0,28,9,14,9,14
049,053,024,021,Utah,Washington County,Maryland,Frederick County,14,21,0,28,14,21,14,21
049,053,024,027,Utah,Washington County,Maryland,Howard County,0,27,12,21,-12,21,12,21
049,053,025,009,Utah,Washington County,Massachusetts,Essex County,0,27,6,10,-6,10,6,10
049,053,025,025,Utah,Washington County,Massachusetts,Suffolk County,52,80,17,28,35,85,69,84
049,053,026,031,Utah,Washington County,Michigan,Cheboygan County,0,27,12,16,-12,16,12,16
049,053,026,125,Utah,Washington County,Michigan,Oakland County,0,27,8,12,-8,12,8,12
049,053,027,003,Utah,Washington County,Minnesota,Anoka County,0,27,7,10,-7,10,7,10
049,053,027,009,Utah,Washington County,Minnesota,Benton County,0,27,9,13,-9,13,9,13
049,053,027,019,Utah,Washington County,Minnesota,Carver County,20,39,0,20,20,39,20,39
049,053,027,053,Utah,Washington County,Minnesota,Hennepin County,8,14,0,20,8,14,8,14
049,053,027,087,Utah,Washington County,Minnesota,Mahnomen County,0,27,3,5,-3,5,3,5
049,053,027,099,Utah,Washington County,Minnesota,Mower County,0,27,1,3,-1,3,1,3
049,053,028,035,Utah,Washington County,Mississippi,Forrest County,13,21,0,30,13,21,13,21
049,053,029,165,Utah,Washington County,Missouri,Platte County,77,123,0,26,77,123,77,123
049,053,029,183,Utah,Washington County,Missouri,St. Charles County,45,79,0,26,45,79,45,79
049,053,030,013,Utah,Washington County,Montana,Cascade County,0,27,3,7,-3,7,3,7
049,053,030,023,Utah,Washington County,Montana,Deer Lodge County,0,27,28,41,-28,41,28,41
049,053,030,029,Utah,Washington County,Montana,Flathead County,0,27,13,29,-13,29,13,29
049,053,030,031,Utah,Washington County,Montana,Gallatin County,0,27,3,4,-3,4,3,4
049,053,030,035,Utah,Washington County,Montana,Glacier County,0,27,7,12,-7,12,7,12
049,053,030,047,Utah,Washington County,Montana,Lake County,0,27,28,41,-28,41,28,41
049,053,030,063,Utah,Washington County,Montana,Missoula County,73,67,0,23,73,67,73,67
049,053,030,067,Utah,Washington County,Montana,Park County,13,16,6,10,7,19,19,19
049,053,030,075,Utah,Washington County,Montana,Powder River County,0,27,4,7,-4,7,4,7
049,053,030,081,Utah,Washington County,Montana,Ravalli County,0,27,4,8,-4,8,4,8
049,053,030,085,Utah,Washington County,Montana,Roosevelt County,0,27,6,13,-6,13,6,13
049,053,030,091,Utah,Washington County,Montana,Sheridan County,0,27,7,14,-7,14,7,14
049,053,030,111,Utah,Washington County,Montana,Yellowstone County,32,38,0,23,32,38,32,38
049,053,031,043,Utah,Washington County,Nebraska,Dakota County,0,27,367,514,-367,514,367,514
049,053,031,055,Utah,Washington County,Nebraska,Douglas County,0,27,34,55,-34,55,34,55
049,053,031,079,Utah,Washington County,Nebraska,Hall County,0,27,24,39,-24,39,24,39
049,053,032,003,Utah,Washington County,Nevada,Clark County,"1,043",685,729,317,314,807,"1,772",699
049,053,032,017,Utah,Washington County,Nevada,Lincoln County,128,146,38,60,90,156,166,159
049,053,032,023,Utah,Washington County,Nevada,Nye County,34,40,0,26,34,40,34,40
049,053,032,031,Utah,Washington County,Nevada,Washoe County,101,105,69,74,32,125,170,132
049,053,032,033,Utah,Washington County,Nevada,White Pine County,12,18,44,66,-32,67,56,70
049,053,032,510,Utah,Washington County,Nevada,Carson City,0,27,23,36,-23,36,23,36
049,053,034,005,Utah,Washington County,New Jersey,Burlington County,6,10,0,28,6,10,6,10
049,053,034,013,Utah,Washington County,New Jersey,Essex County,27,44,0,28,27,44,27,44
049,053,034,017,Utah,Washington County,New Jersey,Hudson County,4,10,0,28,4,10,4,10
049,053,035,001,Utah,Washington County,New Mexico,Bernalillo County,0,27,8,14,-8,14,8,14
049,053,036,001,Utah,Washington County,New York,Albany County,13,29,0,27,13,29,13,29
049,053,036,045,Utah,Washington County,New York,Jefferson County,0,27,12,20,-12,20,12,20
049,053,036,065,Utah,Washington County,New York,Oneida County,0,27,21,31,-21,31,21,31
049,053,036,103,Utah,Washington County,New York,Suffolk County,0,27,14,22,-14,22,14,22
049,053,036,121,Utah,Washington County,New York,Wyoming County,0,27,22,34,-22,34,22,34
049,053,037,045,Utah,Washington County,North Carolina,Cleveland County,0,27,8,12,-8,12,8,12
049,053,037,055,Utah,Washington County,North Carolina,Dare County,0,27,96,106,-96,106,96,106
049,053,037,071,Utah,Washington County,North Carolina,Gaston County,5,11,0,28,5,11,5,11
049,053,038,061,Utah,Washington County,North Dakota,Mountrail County,5,7,0,13,5,7,5,7
049,053,038,089,Utah,Washington County,North Dakota,Stark County,176,244,0,20,176,244,176,244
049,053,038,101,Utah,Washington County,North Dakota,Ward County,11,20,0,22,11,20,11,20
049,053,039,035,Utah,Washington County,Ohio,Cuyahoga County,65,69,0,27,65,69,65,69
049,053,039,041,Utah,Washington County,Ohio,Delaware County,4,6,0,27,4,6,4,6
049,053,039,057,Utah,Washington County,Ohio,Greene County,0,27,9,14,-9,14,9,14
049,053,039,061,Utah,Washington County,Ohio,Hamilton County,4,10,0,27,4,10,4,10
049,053,039,141,Utah,Washington County,Ohio,Ross County,4,7,0,27,4,7,4,7
049,053,039,151,Utah,Washington County,Ohio,Stark County,0,27,10,15,-10,15,10,15
049,053,039,157,Utah,Washington County,Ohio,Tuscarawas County,28,45,0,27,28,45,28,45
049,053,040,107,Utah,Washington County,Oklahoma,Okfuskee County,22,37,0,15,22,37,22,37
049,053,040,109,Utah,Washington County,Oklahoma,Oklahoma County,81,95,18,29,63,103,99,95
049,053,040,137,Utah,Washington County,Oklahoma,Stephens County,0,27,33,50,-33,50,33,50
049,053,041,005,Utah,Washington County,Oregon,Clackamas County,0,27,25,40,-25,40,25,40
