Table with column headers in rows 2 through 3.,,,,,,,,,,,,,,,
State Code of Geography A,FIPS County Code of Geography A,State/U.S. Island Area/Foreign Region Code of Geography B,FIPS County Code of Geography B,State Name of Geography A,County Name of Geography A,State/U.S. Island Area/Foreign Region of Geography B,County Name of Geography B,Flow from Geography B to Geography A,,Counterflow from Geography A to Geography B1,,Net Migration from Geography B to Geography A1,,Gross Migration between Geography A and Geography B1,
,,,,,,,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE
049,021,049,027,Utah,Iron County,Utah,Millard County,15,25,37,41,-22,56,52,38
049,021,049,029,Utah,Iron County,Utah,Morgan County,7,14,0,18,7,14,7,14
049,021,049,031,Utah,Iron County,Utah,Piute County,1,2,1,3,0,4,2,4
049,021,049,035,Utah,Iron County,Utah,Salt Lake County,548,245,603,374,-55,457,"1,151",438
049,021,049,037,Utah,Iron County,Utah,San Juan County,41,43,9,15,32,45,50,47
049,021,049,039,Utah,Iron County,Utah,Sanpete County,77,51,92,68,-15,92,169,78
049,021,049,041,Utah,Iron County,Utah,Sevier County,43,62,50,43,-7,76,93,75
049,021,049,043,Utah,Iron County,Utah,Summit County,26,41,6,8,20,42,32,41
049,021,049,045,Utah,Iron County,Utah,Tooele County,57,69,165,252,-108,262,222,260
049,021,049,047,Utah,Iron County,Utah,Uintah County,16,24,25,38,-9,48,41,42
049,021,049,049,Utah,Iron County,Utah,Utah County,264,128,368,162,-104,213,632,200
049,021,049,051,Utah,Iron County,Utah,Wasatch County,169,168,0,21,169,168,169,168
049,021,049,053,Utah,Iron County,Utah,Washington County,880,551,641,395,239,677,"1,521",679
049,021,049,057,Utah,Iron County,Utah,Weber County,34,37,2,4,32,38,36,37
049,021,051,041,Utah,Iron County,Virginia,Chesterfield County,0,24,24,27,-24,27,24,27
049,021,051,059,Utah,Iron County,Virginia,Fairfax County,0,24,65,107,-65,107,65,107
049,021,053,011,Utah,Iron County,Washington,Clark County,0,24,46,79,-46,79,46,79
049,021,053,027,Utah,Iron County,Washington,Grays Harbor County,0,24,10,17,-10,17,10,17
049,021,053,029,Utah,Iron County,Washington,Island County,0,24,35,55,-35,55,35,55
049,021,053,053,Utah,Iron County,Washington,Pierce County,54,79,0,28,54,79,54,79
049,021,053,077,Utah,Iron County,Washington,Yakima County,6,14,0,28,6,14,6,14
049,021,055,063,Utah,Iron County,Wisconsin,La Crosse County,0,24,41,69,-41,69,41,69
049,021,055,117,Utah,Iron County,Wisconsin,Sheboygan County,0,24,26,40,-26,40,26,40
049,021,056,025,Utah,Iron County,Wyoming,Natrona County,178,280,0,28,178,280,178,280
049,021,056,029,Utah,Iron County,Wyoming,Park County,0,24,3,5,-3,5,3,5
049,021,056,037,Utah,Iron County,Wyoming,Sweetwater County,78,99,0,25,78,99,78,99
049,021,EUR,,Utah,Iron County,Europe,-,38,47,,,,,,
049,021,OCE,,Utah,Iron County,Oceania and At Sea,-,37,55,,,,,,
049,021,SAM,,Utah,Iron County,South America,-,71,73,,,,,,
049,023,002,020,Utah,Juab County,Alaska,Anchorage Municipality,26,28,0,20,26,28,26,28
049,023,004,013,Utah,Juab County,Arizona,Maricopa County,9,11,0,29,9,11,9,11
049,023,004,017,Utah,Juab County,Arizona,Navajo County,113,133,0,29,113,133,113,133
049,023,005,055,Utah,Juab County,Arkansas,Greene County,3,4,0,24,3,4,3,4
049,023,006,065,Utah,Juab County,California,Riverside County,0,18,21,34,-21,34,21,34
049,023,008,013,Utah,Juab County,Colorado,Boulder County,0,18,177,280,-177,280,177,280
049,023,015,003,Utah,Juab County,Hawaii,Honolulu County,0,18,7,17,-7,17,7,17
049,023,019,153,Utah,Juab County,Iowa,Polk County,0,18,4,8,-4,8,4,8
049,023,023,031,Utah,Juab County,Maine,York County,5,5,0,23,5,5,5,5
049,023,025,025,Utah,Juab County,Massachusetts,Suffolk County,10,17,0,29,10,17,10,17
049,023,029,039,Utah,Juab County,Missouri,Cedar County,5,7,0,17,5,7,5,7
049,023,030,013,Utah,Juab County,Montana,Cascade County,12,18,0,23,12,18,12,18
049,023,032,003,Utah,Juab County,Nevada,Clark County,94,95,19,21,75,96,113,99
049,023,035,001,Utah,Juab County,New Mexico,Bernalillo County,2,3,0,28,2,3,2,3
049,023,036,029,Utah,Juab County,New York,Erie County,3,5,0,27,3,5,3,5
049,023,041,067,Utah,Juab County,Oregon,Washington County,12,18,0,28,12,18,12,18
049,023,048,141,Utah,Juab County,Texas,El Paso County,19,28,0,31,19,28,19,28
049,023,049,001,Utah,Juab County,Utah,Beaver County,7,11,0,16,7,11,7,11
049,023,049,007,Utah,Juab County,Utah,Carbon County,0,18,35,52,-35,52,35,52
049,023,049,011,Utah,Juab County,Utah,Davis County,19,23,43,67,-24,71,62,71
049,023,049,021,Utah,Juab County,Utah,Iron County,20,28,0,24,20,28,20,28
049,023,049,025,Utah,Juab County,Utah,Kane County,0,18,7,14,-7,14,7,14
049,023,049,027,Utah,Juab County,Utah,Millard County,95,97,0,18,95,97,95,97
049,023,049,035,Utah,Juab County,Utah,Salt Lake County,89,81,114,121,-25,148,203,143
049,023,049,039,Utah,Juab County,Utah,Sanpete County,22,28,60,55,-38,62,82,61
049,023,049,041,Utah,Juab County,Utah,Sevier County,8,12,37,39,-29,40,45,41
049,023,049,045,Utah,Juab County,Utah,Tooele County,8,10,0,27,8,10,8,10
049,023,049,049,Utah,Juab County,Utah,Utah County,233,124,208,110,25,157,441,174
049,023,049,051,Utah,Juab County,Utah,Wasatch County,3,4,0,21,3,4,3,4
049,023,049,053,Utah,Juab County,Utah,Washington County,12,20,41,62,-29,65,53,65
049,023,049,055,Utah,Juab County,Utah,Wayne County,22,33,0,11,22,33,22,33
049,023,049,057,Utah,Juab County,Utah,Weber County,0,18,13,20,-13,20,13,20
049,023,056,007,Utah,Juab County,Wyoming,Carbon County,0,18,12,16,-12,16,12,16
049,025,002,170,Utah,Kane County,Alaska,Matanuska-Susitna Borough,1,3,0,20,1,3,1,3
049,025,004,005,Utah,Kane County,Arizona,Coconino County,44,47,3,5,41,48,47,48
049,025,004,013,Utah,Kane County,Arizona,Maricopa County,13,24,0,29,13,24,13,24
049,025,004,015,Utah,Kane County,Arizona,Mohave County,154,202,0,29,154,202,154,202
049,025,004,017,Utah,Kane County,Arizona,Navajo County,26,39,0,29,26,39,26,39
049,025,004,025,Utah,Kane County,Arizona,Yavapai County,6,11,0,29,6,11,6,11
049,025,004,027,Utah,Kane County,Arizona,Yuma County,0,16,17,26,-17,26,17,26
049,025,006,029,Utah,Kane County,California,Kern County,12,18,0,29,12,18,12,18
049,025,006,065,Utah,Kane County,California,Riverside County,15,18,0,29,15,18,15,18
049,025,006,073,Utah,Kane County,California,San Diego County,0,16,53,84,-53,84,53,84
049,025,006,097,Utah,Kane County,California,Sonoma County,0,16,12,19,-12,19,12,19
049,025,008,031,Utah,Kane County,Colorado,Denver County,1,2,0,28,1,2,1,2
049,025,016,019,Utah,Kane County,Idaho,Bonneville County,14,27,0,28,14,27,14,27
049,025,017,097,Utah,Kane County,Illinois,Lake County,0,16,32,53,-32,53,32,53
049,025,018,097,Utah,Kane County,Indiana,Marion County,54,75,0,27,54,75,54,75
049,025,020,035,Utah,Kane County,Kansas,Cowley County,0,16,4,7,-4,7,4,7
049,025,025,017,Utah,Kane County,Massachusetts,Middlesex County,0,16,17,21,-17,21,17,21
049,025,026,115,Utah,Kane County,Michigan,Monroe County,10,15,0,23,10,15,10,15
049,025,026,155,Utah,Kane County,Michigan,Shiawassee County,0,16,23,36,-23,36,23,36
049,025,028,091,Utah,Kane County,Mississippi,Marion County,0,16,7,14,-7,14,7,14
049,025,030,081,Utah,Kane County,Montana,Ravalli County,0,16,17,32,-17,32,17,32
049,025,031,153,Utah,Kane County,Nebraska,Sarpy County,0,16,1,5,-1,5,1,5
049,025,032,003,Utah,Kane County,Nevada,Clark County,29,47,108,150,-79,158,137,158
049,025,035,035,Utah,Kane County,New Mexico,Otero County,12,24,0,28,12,24,12,24
049,025,035,049,Utah,Kane County,New Mexico,Santa Fe County,4,7,0,28,4,7,4,7
049,025,036,045,Utah,Kane County,New York,Jefferson County,25,39,0,27,25,39,25,39
049,025,037,119,Utah,Kane County,North Carolina,Mecklenburg County,0,16,9,14,-9,14,9,14
049,025,040,109,Utah,Kane County,Oklahoma,Oklahoma County,27,45,0,22,27,45,27,45
049,025,041,005,Utah,Kane County,Oregon,Clackamas County,2,3,14,22,-12,23,16,22
049,025,041,017,Utah,Kane County,Oregon,Deschutes County,32,45,0,28,32,45,32,45
049,025,041,019,Utah,Kane County,Oregon,Douglas County,8,13,0,28,8,13,8,13
049,025,041,041,Utah,Kane County,Oregon,Lincoln County,7,14,0,25,7,14,7,14
049,025,047,023,Utah,Kane County,Tennessee,Chester County,7,10,0,19,7,10,7,10
049,025,049,011,Utah,Kane County,Utah,Davis County,36,48,0,27,36,48,36,48
049,025,049,017,Utah,Kane County,Utah,Garfield County,0,16,12,21,-12,21,12,21
049,025,049,021,Utah,Kane County,Utah,Iron County,30,36,15,24,15,44,45,42
049,025,049,023,Utah,Kane County,Utah,Juab County,7,14,0,18,7,14,7,14
049,025,049,027,Utah,Kane County,Utah,Millard County,29,48,43,58,-14,77,72,74
049,025,049,035,Utah,Kane County,Utah,Salt Lake County,11,18,0,27,11,18,11,18
049,025,049,039,Utah,Kane County,Utah,Sanpete County,0,16,9,16,-9,16,9,16
049,025,049,041,Utah,Kane County,Utah,Sevier County,9,17,34,36,-25,40,43,38
049,025,049,053,Utah,Kane County,Utah,Washington County,24,25,92,101,-68,98,116,110
049,025,049,057,Utah,Kane County,Utah,Weber County,0,16,13,19,-13,19,13,19
049,025,053,031,Utah,Kane County,Washington,Jefferson County,37,60,0,25,37,60,37,60
049,025,053,075,Utah,Kane County,Washington,Whitman County,32,38,0,25,32,38,32,38
049,025,AFR,,Utah,Kane County,Africa,-,11,19,,,,,,
049,027,004,003,Utah,Millard County,Arizona,Cochise County,4,7,0,29,4,7,4,7
049,027,004,013,Utah,Millard County,Arizona,Maricopa County,26,38,0,29,26,38,26,38
049,027,004,015,Utah,Millard County,Arizona,Mohave County,0,18,14,18,-14,18,14,18
049,027,004,019,Utah,Millard County,Arizona,Pima County,0,18,17,23,-17,23,17,23
049,027,004,021,Utah,Millard County,Arizona,Pinal County,7,13,0,29,7,13,7,13
049,027,005,091,Utah,Millard County,Arkansas,Miller County,0,18,6,9,-6,9,6,9
049,027,006,037,Utah,Millard County,California,Los Angeles County,53,78,0,29,53,78,53,78
049,027,006,059,Utah,Millard County,California,Orange County,4,7,0,29,4,7,4,7
049,027,006,073,Utah,Millard County,California,San Diego County,75,105,0,29,75,105,75,105
049,027,008,049,Utah,Millard County,Colorado,Grand County,93,116,0,19,93,116,93,116
049,027,008,101,Utah,Millard County,Colorado,Pueblo County,22,38,0,28,22,38,22,38
049,027,019,017,Utah,Millard County,Iowa,Bremer County,19,29,0,17,19,29,19,29
049,027,020,103,Utah,Millard County,Kansas,Leavenworth County,0,18,39,60,-39,60,39,60
049,027,020,179,Utah,Millard County,Kansas,Sheridan County,0,18,23,34,-23,34,23,34
049,027,024,003,Utah,Millard County,Maryland,Anne Arundel County,4,6,0,28,4,6,4,6
049,027,027,123,Utah,Millard County,Minnesota,Ramsey County,4,10,0,20,4,10,4,10
049,027,027,159,Utah,Millard County,Minnesota,Wadena County,0,18,1,2,-1,2,1,2
049,027,032,003,Utah,Millard County,Nevada,Clark County,11,15,0,29,11,15,11,15
049,027,037,051,Utah,Millard County,North Carolina,Cumberland County,14,23,0,28,14,23,14,23
049,027,038,089,Utah,Millard County,North Dakota,Stark County,0,18,15,20,-15,20,15,20
049,027,039,063,Utah,Millard County,Ohio,Hancock County,6,10,0,27,6,10,6,10
049,027,042,029,Utah,Millard County,Pennsylvania,Chester County,0,18,17,28,-17,28,17,28
049,027,042,101,Utah,Millard County,Pennsylvania,Philadelphia County,0,18,2,4,-2,4,2,4
049,027,048,309,Utah,Millard County,Texas,McLennan County,12,16,0,31,12,16,12,16
049,027,048,367,Utah,Millard County,Texas,Parker County,6,13,0,31,6,13,6,13
049,027,049,001,Utah,Millard County,Utah,Beaver County,0,18,66,91,-66,91,66,91
049,027,049,003,Utah,Millard County,Utah,Box Elder County,11,18,0,27,11,18,11,18
049,027,049,011,Utah,Millard County,Utah,Davis County,0,18,20,32,-20,32,20,32
049,027,049,017,Utah,Millard County,Utah,Garfield County,3,6,0,16,3,6,3,6
049,027,049,021,Utah,Millard County,Utah,Iron County,37,41,15,25,22,56,52,38
049,027,049,023,Utah,Millard County,Utah,Juab County,0,18,95,97,-95,97,95,97
049,027,049,025,Utah,Millard County,Utah,Kane County,43,58,29,48,14,77,72,74
049,027,049,035,Utah,Millard County,Utah,Salt Lake County,80,50,43,42,37,72,123,58
049,027,049,039,Utah,Millard County,Utah,Sanpete County,5,11,51,50,-46,51,56,51
049,027,049,041,Utah,Millard County,Utah,Sevier County,25,24,11,16,14,30,36,28
049,027,049,047,Utah,Millard County,Utah,Uintah County,26,38,0,24,26,38,26,38
049,027,049,049,Utah,Millard County,Utah,Utah County,126,110,53,36,73,115,179,116
049,027,049,051,Utah,Millard County,Utah,Wasatch County,2,2,0,21,2,2,2,2
049,027,049,053,Utah,Millard County,Utah,Washington County,8,12,17,27,-9,30,25,29
049,027,049,055,Utah,Millard County,Utah,Wayne County,0,18,14,20,-14,20,14,20
049,027,053,011,Utah,Millard County,Washington,Clark County,0,18,48,77,-48,77,48,77
049,027,053,075,Utah,Millard County,Washington,Whitman County,26,39,0,25,26,39,26,39
049,027,056,005,Utah,Millard County,Wyoming,Campbell County,9,12,0,25,9,12,9,12
049,027,056,037,Utah,Millard County,Wyoming,Sweetwater County,0,18,14,23,-14,23,14,23
049,027,ASI,,Utah,Millard County,Asia,-,7,13,,,,,,
049,027,CAM,,Utah,Millard County,Central America,-,6,12,,,,,,
049,027,CAR,,Utah,Millard County,Caribbean,-,6,7,,,,,,
049,027,EUR,,Utah,Millard County,Europe,-,24,30,,,,,,
049,027,NAM,,Utah,Millard County,Northern America,-,13,16,,,,,,
049,027,SAM,,Utah,Millard County,South America,-,24,27,,,,,,
049,029,001,125,Utah,Morgan County,Alabama,Tuscaloosa County,0,18,10,17,-10,17,10,17
049,029,006,039,Utah,Morgan County,California,Madera County,3,5,0,29,3,5,3,5
049,029,006,065,Utah,Morgan County,California,Riverside County,0,18,4,6,-4,6,4,6
049,029,006,067,Utah,Morgan County,California,Sacramento County,5,8,0,29,5,8,5,8
049,029,006,073,Utah,Morgan County,California,San Diego County,0,18,10,22,-10,22,10,22
049,029,008,043,Utah,Morgan County,Colorado,Fremont County,0,18,22,33,-22,33,22,33
049,029,008,069,Utah,Morgan County,Colorado,Larimer County,0,18,19,20,-19,20,19,20
049,029,008,123,Utah,Morgan County,Colorado,Weld County,14,21,0,28,14,21,14,21
049,029,012,111,Utah,Morgan County,Florida,St. Lucie County,0,18,32,52,-32,52,32,52
049,029,016,001,Utah,Morgan County,Idaho,Ada County,0,18,1,2,-1,2,1,2
049,029,016,011,Utah,Morgan County,Idaho,Bingham County,0,18,1,4,-1,4,1,4
049,029,016,013,Utah,Morgan County,Idaho,Blaine County,0,18,4,6,-4,6,4,6
049,029,016,029,Utah,Morgan County,Idaho,Caribou County,0,18,13,20,-13,20,13,20
049,029,016,069,Utah,Morgan County,Idaho,Nez Perce County,0,18,1,2,-1,2,1,2
049,029,019,049,Utah,Morgan County,Iowa,Dallas County,17,27,0,22,17,27,17,27
049,029,022,115,Utah,Morgan County,Louisiana,Vernon Parish,26,45,0,29,26,45,26,45
049,029,024,037,Utah,Morgan County,Maryland,St. Mary's County,19,31,0,28,19,31,19,31
049,029,026,125,Utah,Morgan County,Michigan,Oakland County,13,22,0,23,13,22,13,22
049,029,027,053,Utah,Morgan County,Minnesota,Hennepin County,42,64,0,20,42,64,42,64
049,029,031,109,Utah,Morgan County,Nebraska,Lancaster County,11,18,0,22,11,18,11,18
049,029,038,025,Utah,Morgan County,North Dakota,Dunn County,0,18,2,5,-2,5,2,5
049,029,040,031,Utah,Morgan County,Oklahoma,Comanche County,0,18,17,27,-17,27,17,27
049,029,040,109,Utah,Morgan County,Oklahoma,Oklahoma County,0,18,16,27,-16,27,16,27
049,029,042,107,Utah,Morgan County,Pennsylvania,Schuylkill County,27,38,0,24,27,38,27,38
049,029,048,201,Utah,Morgan County,Texas,Harris County,0,18,41,52,-41,52,41,52
049,029,048,339,Utah,Morgan County,Texas,Montgomery County,0,18,52,84,-52,84,52,84
049,029,049,005,Utah,Morgan County,Utah,Cache County,59,47,45,44,14,58,104,70
049,029,049,011,Utah,Morgan County,Utah,Davis County,93,100,16,24,77,103,109,102
049,029,049,013,Utah,Morgan County,Utah,Duchesne County,0,18,11,14,-11,14,11,14
049,029,049,021,Utah,Morgan County,Utah,Iron County,0,18,7,14,-7,14,7,14
049,029,049,035,Utah,Morgan County,Utah,Salt Lake County,8,11,58,59,-50,60,66,59
049,029,049,043,Utah,Morgan County,Utah,Summit County,22,36,0,24,22,36,22,36
049,029,049,047,Utah,Morgan County,Utah,Uintah County,24,35,0,24,24,35,24,35
049,029,049,049,Utah,Morgan County,Utah,Utah County,0,18,35,42,-35,42,35,42
049,029,049,053,Utah,Morgan County,Utah,Washington County,0,18,24,36,-24,36,24,36
049,029,049,057,Utah,Morgan County,Utah,Weber County,151,145,456,430,-305,454,607,454
049,029,050,001,Utah,Morgan County,Vermont,Addison County,29,45,0,20,29,45,29,45
049,029,050,025,Utah,Morgan County,Vermont,Windham County,8,12,0,20,8,12,8,12
049,029,050,027,Utah,Morgan County,Vermont,Windsor County,0,18,23,36,-23,36,23,36
049,029,053,061,Utah,Morgan County,Washington,Snohomish County,3,6,0,28,3,6,3,6
049,029,055,083,Utah,Morgan County,Wisconsin,Oconto County,42,68,0,18,42,68,42,68
049,029,056,037,Utah,Morgan County,Wyoming,Sweetwater County,0,18,3,5,-3,5,3,5
049,029,AFR,,Utah,Morgan County,Africa,-,27,40,,,,,,
049,029,ASI,,Utah,Morgan County,Asia,-,10,13,,,,,,
049,029,CAM,,Utah,Morgan County,Central America,-,14,23,,,,,,
049,029,EUR,,Utah,Morgan County,Europe,-,19,30,,,,,,
049,031,006,015,Utah,Piute County,California,Del Norte County,1,3,0,23,1,3,1,3
049,031,006,059,Utah,Piute County,California,Orange County,1,3,0,29,1,3,1,3
049,031,006,061,Utah,Piute County,California,Placer County,1,3,0,29,1,3,1,3
049,031,006,065,Utah,Piute County,California,Riverside County,14,20,0,29,14,20,14,20
049,031,006,097,Utah,Piute County,California,Sonoma County,2,4,0,29,2,4,2,4
049,031,008,077,Utah,Piute County,Colorado,Mesa County,0,11,10,15,-10,15,10,15
049,031,008,087,Utah,Piute County,Colorado,Morgan County,4,4,0,22,4,4,4,4
049,031,013,121,Utah,Piute County,Georgia,Fulton County,1,2,0,30,1,2,1,2
049,031,017,089,Utah,Piute County,Illinois,Kane County,1,2,0,26,1,2,1,2
049,031,017,175,Utah,Piute County,Illinois,Stark County,0,11,5,7,-5,7,5,7
049,031,018,141,Utah,Piute County,Indiana,St. Joseph County,2,4,0,27,2,4,2,4
049,031,029,219,Utah,Piute County,Missouri,Warren County,28,29,0,23,28,29,28,29
049,031,047,141,Utah,Piute County,Tennessee,Putnam County,1,2,0,29,1,2,1,2
049,031,049,001,Utah,Piute County,Utah,Beaver County,31,38,0,16,31,38,31,38
049,031,049,021,Utah,Piute County,Utah,Iron County,1,3,1,2,0,4,2,4
049,031,049,035,Utah,Piute County,Utah,Salt Lake County,1,3,0,27,1,3,1,3
049,031,049,039,Utah,Piute County,Utah,Sanpete County,0,11,22,26,-22,26,22,26
049,031,049,041,Utah,Piute County,Utah,Sevier County,28,39,16,17,12,44,44,42
049,031,049,049,Utah,Piute County,Utah,Utah County,1,3,0,27,1,3,1,3
049,031,049,053,Utah,Piute County,Utah,Washington County,0,11,9,14,-9,14,9,14
049,031,049,057,Utah,Piute County,Utah,Weber County,2,4,0,27,2,4,2,4
049,031,053,005,Utah,Piute County,Washington,Benton County,1,3,0,28,1,3,1,3
049,033,004,013,Utah,Rich County,Arizona,Maricopa County,57,69,0,29,57,69,57,69
049,033,008,083,Utah,Rich County,Colorado,Montezuma County,14,16,0,22,14,16,14,16
049,033,016,007,Utah,Rich County,Idaho,Bear Lake County,0,11,62,60,-62,60,62,60
049,033,016,065,Utah,Rich County,Idaho,Madison County,0,11,36,49,-36,49,36,49
049,033,032,017,Utah,Rich County,Nevada,Lincoln County,1,2,0,17,1,2,1,2
049,033,049,005,Utah,Rich County,Utah,Cache County,6,7,0,27,6,7,6,7
049,033,049,035,Utah,Rich County,Utah,Salt Lake County,18,18,7,12,11,23,25,20
049,033,049,037,Utah,Rich County,Utah,San Juan County,0,11,7,10,-7,10,7,10
049,033,049,039,Utah,Rich County,Utah,Sanpete County,0,11,5,8,-5,8,5,8
049,033,049,045,Utah,Rich County,Utah,Tooele County,0,11,29,35,-29,35,29,35
049,033,049,057,Utah,Rich County,Utah,Weber County,7,8,0,27,7,8,7,8
049,033,056,037,Utah,Rich County,Wyoming,Sweetwater County,10,14,0,25,10,14,10,14
049,033,056,041,Utah,Rich County,Wyoming,Uinta County,0,11,59,73,-59,73,59,73
049,035,001,003,Utah,Salt Lake County,Alabama,Baldwin County,4,9,0,27,4,9,4,9
049,035,001,011,Utah,Salt Lake County,Alabama,Bullock County,0,27,6,11,-6,11,6,11
049,035,001,069,Utah,Salt Lake County,Alabama,Houston County,92,107,0,27,92,107,92,107
049,035,001,089,Utah,Salt Lake County,Alabama,Madison County,82,67,55,52,27,89,137,81
049,035,001,117,Utah,Salt Lake County,Alabama,Shelby County,0,27,14,23,-14,23,14,23
049,035,001,125,Utah,Salt Lake County,Alabama,Tuscaloosa County,0,27,32,52,-32,52,32,52
049,035,002,020,Utah,Salt Lake County,Alaska,Anchorage Municipality,543,453,87,90,456,463,630,460
049,035,002,050,Utah,Salt Lake County,Alaska,Bethel Census Area,39,48,0,14,39,48,39,48
049,035,002,068,Utah,Salt Lake County,Alaska,Denali Borough,8,13,0,9,8,13,8,13
049,035,002,090,Utah,Salt Lake County,Alaska,Fairbanks North Star Borough,109,99,0,20,109,99,109,99
049,035,002,110,Utah,Salt Lake County,Alaska,Juneau City and Borough,10,14,6,9,4,16,16,18
049,035,002,122,Utah,Salt Lake County,Alaska,Kenai Peninsula Borough,57,92,0,20,57,92,57,92
049,035,002,158,Utah,Salt Lake County,Alaska,Kusilvak Census Area,0,27,2,4,-2,4,2,4
049,035,002,170,Utah,Salt Lake County,Alaska,Matanuska-Susitna Borough,11,18,3,5,8,18,14,18
049,035,002,180,Utah,Salt Lake County,Alaska,Nome Census Area,0,27,9,13,-9,13,9,13
049,035,002,220,Utah,Salt Lake County,Alaska,Sitka City and Borough,13,22,0,12,13,22,13,22
049,035,002,230,Utah,Salt Lake County,Alaska,Skagway Municipality,0,27,16,16,-16,16,16,16
049,035,004,001,Utah,Salt Lake County,Arizona,Apache County,0,27,5,12,-5,12,5,12
049,035,004,003,Utah,Salt Lake County,Arizona,Cochise County,31,36,26,32,5,49,57,48
049,035,004,005,Utah,Salt Lake County,Arizona,Coconino County,46,44,55,47,-9,64,101,65
049,035,004,007,Utah,Salt Lake County,Arizona,Gila County,0,27,23,37,-23,37,23,37
049,035,004,009,Utah,Salt Lake County,Arizona,Graham County,0,27,220,195,-220,195,220,195
049,035,004,013,Utah,Salt Lake County,Arizona,Maricopa County,805,274,"1,801",537,-996,606,"2,606",599
049,035,004,015,Utah,Salt Lake County,Arizona,Mohave County,88,93,426,445,-338,458,514,451
049,035,004,017,Utah,Salt Lake County,Arizona,Navajo County,28,46,31,49,-3,67,59,68
049,035,004,019,Utah,Salt Lake County,Arizona,Pima County,273,137,224,188,49,226,497,239
049,035,004,021,Utah,Salt Lake County,Arizona,Pinal County,126,118,160,122,-34,175,286,164
049,035,004,027,Utah,Salt Lake County,Arizona,Yuma County,0,27,31,35,-31,35,31,35
049,035,005,023,Utah,Salt Lake County,Arkansas,Cleburne County,31,48,0,21,31,48,31,48
049,035,005,055,Utah,Salt Lake County,Arkansas,Greene County,11,17,0,24,11,17,11,17
049,035,005,067,Utah,Salt Lake County,Arkansas,Jackson County,0,27,4,6,-4,6,4,6
049,035,005,089,Utah,Salt Lake County,Arkansas,Marion County,15,25,0,18,15,25,15,25
049,035,005,119,Utah,Salt Lake County,Arkansas,Pulaski County,67,57,44,73,23,101,111,82
049,035,006,001,Utah,Salt Lake County,California,Alameda County,327,267,109,85,218,281,436,279
049,035,006,005,Utah,Salt Lake County,California,Amador County,0,27,5,11,-5,11,5,11
049,035,006,007,Utah,Salt Lake County,California,Butte County,9,15,27,27,-18,35,36,25
049,035,006,013,Utah,Salt Lake County,California,Contra Costa County,235,164,76,53,159,179,311,166
049,035,006,015,Utah,Salt Lake County,California,Del Norte County,16,25,0,23,16,25,16,25
049,035,006,017,Utah,Salt Lake County,California,El Dorado County,33,37,0,29,33,37,33,37
049,035,006,019,Utah,Salt Lake County,California,Fresno County,27,20,153,174,-126,174,180,176
049,035,006,021,Utah,Salt Lake County,California,Glenn County,10,17,0,23,10,17,10,17
049,035,006,023,Utah,Salt Lake County,California,Humboldt County,7,12,59,67,-52,68,66,69
049,035,006,025,Utah,Salt Lake County,California,Imperial County,7,14,0,29,7,14,7,14
049,035,006,027,Utah,Salt Lake County,California,Inyo County,0,27,8,14,-8,14,8,14
049,035,006,029,Utah,Salt Lake County,California,Kern County,32,36,181,250,-149,252,213,252
049,035,006,031,Utah,Salt Lake County,California,Kings County,157,228,13,20,144,229,170,229
049,035,006,033,Utah,Salt Lake County,California,Lake County,25,29,0,29,25,29,25,29
049,035,006,035,Utah,Salt Lake County,California,Lassen County,0,27,11,20,-11,20,11,20
049,035,006,037,Utah,Salt Lake County,California,Los Angeles County,"1,179",417,777,232,402,511,"1,956",441
049,035,006,041,Utah,Salt Lake County,California,Marin County,31,50,0,29,31,50,31,50
049,035,006,047,Utah,Salt Lake County,California,Merced County,28,32,0,29,28,32,28,32
049,035,006,053,Utah,Salt Lake County,California,Monterey County,46,36,43,50,3,64,89,58
049,035,006,055,Utah,Salt Lake County,California,Napa County,4,10,0,29,4,10,4,10
049,035,006,057,Utah,Salt Lake County,California,Nevada County,0,27,18,26,-18,26,18,26
049,035,006,059,Utah,Salt Lake County,California,Orange County,465,198,459,197,6,280,924,279
049,035,006,061,Utah,Salt Lake County,California,Placer County,19,25,91,83,-72,87,110,86
049,035,006,063,Utah,Salt Lake County,California,Plumas County,56,88,0,19,56,88,56,88
049,035,006,065,Utah,Salt Lake County,California,Riverside County,557,295,169,153,388,337,726,327
049,035,006,067,Utah,Salt Lake County,California,Sacramento County,290,168,384,224,-94,257,674,301
049,035,006,069,Utah,Salt Lake County,California,San Benito County,0,27,32,53,-32,53,32,53
049,035,006,071,Utah,Salt Lake County,California,San Bernardino County,454,416,200,126,254,439,654,431
049,035,006,073,Utah,Salt Lake County,California,San Diego County,381,133,429,202,-48,239,810,245
049,035,006,075,Utah,Salt Lake County,California,San Francisco County,261,141,148,121,113,176,409,194
049,035,006,077,Utah,Salt Lake County,California,San Joaquin County,37,41,36,41,1,60,73,56
049,035,006,079,Utah,Salt Lake County,California,San Luis Obispo County,0,27,30,35,-30,35,30,35
049,035,006,081,Utah,Salt Lake County,California,San Mateo County,11,16,68,64,-57,67,79,66
049,035,006,083,Utah,Salt Lake County,California,Santa Barbara County,2,4,40,51,-38,52,42,51
049,035,006,085,Utah,Salt Lake County,California,Santa Clara County,653,318,339,163,314,367,992,348
049,035,006,087,Utah,Salt Lake County,California,Santa Cruz County,153,196,36,51,117,204,189,202
